Sample number,Monoisotopic mass,Intensity,RT_start,RT_finish
2,8838.106,1.87E+07,92.755,96.475
4,8838.106,6.94E+06,95.247,97.981
1,8838.105,1.72E+06,99.749,101.979
3,8838.103,4.42E+07,93.756,97.484
4,8836.713,2.21E+06,74.247,75.728
4,8835.848,1.45E+07,70.244,72.976
4,8824.762,9.94E+05,141.508,143.737
4,8814.756,4.34E+05,48.259,50.236
3,8814.75,1.15E+06,44.256,47.738
2,8814.75,2.64E+06,43.751,46.973
1,8814.749,1.62E+06,45.996,48.985
2,8804.661,8.76E+06,70.748,73.992
1,8804.661,1.99E+07,73.498,78.983
2,8796.284,3.24E+06,49.756,51.722
1,8796.278,1.29E+06,51.998,53.985
3,8789.979,4.97E+04,32.993,34.723
3,8786.752,4.17E+05,46.241,48.235
4,8750.027,5.31E+05,50.755,52.482
3,8750.021,1.78E+06,47.249,50.226
2,8750.021,1.01E+06,46.504,48.729
1,8750.02,3.12E+05,49.005,50.987
3,8730.732,2.88E+05,40.005,41.74
4,8730.73,1.15E+06,43.245,45.222
3,8714.737,1.87E+06,41.76,45.229
4,8714.735,7.64E+06,44.992,48.471
3,8713.53,1.02E+06,61.749,63.487
1,8713.529,1.13E+06,61.493,63.473
2,8713.524,2.82E+06,59.242,61.227
3,8712.247,5.20E+05,45.5,47.231
1,8697.536,2.44E+06,63.257,65.234
2,8697.532,7.85E+06,60.501,62.979
3,8697.531,7.45E+06,63.006,65.238
4,8697.527,1.11E+06,64.999,66.476
3,8696.254,3.78E+06,45.249,47.738
4,8696.253,1.68E+06,48.006,49.986
2,8652.935,1.13E+05,39.003,40.489
4,8636.938,2.70E+06,49.245,51.478
2,8636.936,2.17E+06,44.757,47.484
3,8636.935,3.85E+06,45.752,48.983
1,8636.932,1.01E+06,47.26,49.973
4,8612.496,3.26E+06,76.505,78.48
2,8596.503,6.02E+06,72.498,74.235
1,8596.503,4.21E+06,75.991,78.477
3,8596.502,1.19E+07,75.007,76.989
4,8596.501,1.10E+07,76.505,78.741
4,8580.511,2.66E+07,76.505,78.741
1,8580.51,4.64E+07,75.74,78.983
2,8580.508,7.27E+07,71.998,74.738
3,8580.507,6.21E+07,74.747,77.485
2,8549.289,7.67E+06,105.504,107.471
3,8549.288,3.49E+06,104.993,106.47
3,8535.283,2.46E+06,64.507,65.972
4,8525.869,6.49E+05,49.245,51.236
1,8519.288,2.18E+07,64.497,67.24
2,8519.287,3.19E+07,61.749,63.986
4,8519.287,4.93E+06,66.246,67.981
3,8519.286,2.25E+07,64.008,66.47
4,8398.368,5.06E+06,79.753,81.726
2,8398.366,7.63E+06,75.249,77.228
3,8398.366,9.18E+06,77.755,80.231
1,8398.364,6.43E+06,79.754,81.985
4,8388.344,1.86E+06,75.744,77.48
4,8372.348,6.31E+06,75.744,77.738
4,8356.363,1.81E+07,75.493,77.984
3,8356.356,1.02E+07,74.24,76.473
3,8295.135,2.33E+06,64.008,65.721
4,8295.131,4.77E+06,65.743,67.741
1,8120.672,2.78E+04,31.744,33.478
2,8119.671,1.54E+04,31.243,32.981
3,8107.39,2.38E+05,29.505,33.988
2,8107.389,2.58E+05,30.247,34.221
1,8107.386,1.54E+06,30.241,36.978
3,8104.678,2.94E+05,30.496,33.988
4,8104.678,1.75E+05,32.741,34.983
1,8104.676,1.44E+05,31.744,34.488
2,8104.675,1.01E+05,31.243,33.736
4,8098.351,3.82E+05,35.242,37.231
3,8082.358,7.02E+05,30.997,34.982
1,8082.357,2.97E+05,33.498,36.485
4,8082.354,2.68E+06,34.503,38.737
2,8081.358,1.91E+05,31.754,34.726
3,8066.365,7.16E+06,29.743,37.471
2,8066.362,7.49E+06,30.247,37.72
4,8066.361,8.72E+06,33.751,39.991
1,8066.36,1.32E+07,30.997,39.488
3,8050.37,1.18E+07,29.505,39.221
4,8050.369,9.56E+06,34.007,40.732
2,8050.365,8.21E+06,30.741,38.489
1,8050.362,1.27E+07,30.997,40.237
3,8007.065,9.43E+05,32.492,36.486
4,8007.062,6.89E+05,35.992,38.226
1,8007.062,1.03E+06,33.498,37.475
2,8007.061,2.35E+05,32.758,35.728
3,8002.588,1.96E+06,69.506,71.488
2,7942.23,1.11E+06,31.754,37.482
1,7942.227,5.05E+05,35.751,38.224
3,7937.55,4.31E+04,30.745,32.733
1,7926.227,6.50E+05,36.505,39.725
2,7926.227,1.19E+06,33.491,38.489
4,7912.512,3.64E+05,32.494,35.222
3,7896.523,1.21E+06,30.243,35.735
2,7896.52,2.17E+05,31.003,34.221
4,7896.518,1.96E+06,32.251,36.976
1,7896.517,3.54E+05,31.508,35.731
3,7895.521,6.68E+04,33.255,34.723
4,7895.52,7.13E+04,35.498,37.231
3,7880.527,3.60E+06,30.997,38.239
1,7880.524,8.91E+05,32.002,38.224
2,7880.522,5.11E+05,31.493,35.488
4,7880.519,3.34E+06,32.741,37.971
4,7874.199,4.60E+05,32.251,35.973
4,7858.202,1.69E+06,32.251,37.231
3,7842.212,6.47E+05,28.256,34.227
4,7842.211,5.64E+06,31.756,37.739
1,7841.208,5.23E+04,31.744,33.984
3,7826.216,1.34E+06,29.505,35.973
4,7826.21,6.19E+06,31.756,38.737
2,7811.422,4.62E+05,57.501,58.987
1,7795.433,2.47E+06,62.503,64.983
2,7795.432,3.48E+06,60.251,62.478
4,7795.43,4.23E+05,64.999,66.476
3,7795.429,2.20E+06,63.006,64.989
3,7767.576,4.71E+05,60.743,62.485
3,7751.572,1.06E+07,74.496,76.736
4,7751.571,3.95E+06,76.008,77.984
1,7712.397,6.45E+05,69.498,70.979
3,7712.394,4.84E+06,67.755,70.241
3,7696.862,6.00E+04,34.505,36.229
2,7696.861,6.03E+04,34.241,36.228
4,7696.858,1.22E+05,37.759,39.226
4,7656.372,5.94E+04,32.741,34.225
4,7578.185,1.39E+05,32.494,34.725
3,7578.184,2.31E+05,30.496,32.976
2,7578.183,6.53E+04,31.003,33.226
1,7578.182,8.01E+04,32.002,33.984
4,7538.091,4.06E+06,91.507,93.738
3,7538.087,5.25E+06,90.248,92.986
1,7508.04,3.18E+07,83.753,87.972
2,7508.035,3.09E+07,78.499,81.235
3,7508.03,2.55E+07,80.252,82.98
4,7507.035,8.21E+06,82.244,84.73
4,7440.349,2.39E+05,35.754,37.739
1,7440.348,1.81E+05,33.498,36.485
2,7395.091,9.46E+04,182.997,184.97
1,7379.986,6.54E+06,84.745,87.972
2,7379.967,4.49E+06,79.499,81.235
3,7379.966,4.33E+06,81.241,82.98
4,7371.147,2.76E+05,57.995,59.486
4,7355.154,6.69E+05,60.749,62.486
4,7326.996,3.27E+06,89.756,91.487
4,7283.889,3.28E+06,82.244,84.238
4,7230.787,7.01E+05,34.007,36.976
3,7214.794,2.12E+06,28.75,35.973
2,7214.792,9.79E+05,28.994,35.23
4,7214.791,3.81E+06,33.006,38.226
1,7214.79,2.54E+06,29.747,36.978
3,7198.802,3.67E+06,28.75,37.236
4,7198.795,3.92E+06,32.741,38.972
2,7198.794,1.28E+06,30.003,36.228
1,7198.792,2.88E+06,31.257,37.731
2,7183.544,5.28E+06,67.75,69.739
1,7183.542,2.97E+06,70.76,72.731
3,7167.543,1.57E+06,72.493,73.973
1,7167.542,1.10E+06,72.742,74.237
3,7143.757,6.39E+05,29.743,34.982
2,7143.756,2.45E+05,30.508,34.221
4,7143.753,8.76E+05,34.743,37.486
1,7143.753,9.75E+05,30.755,36.228
4,7143.598,1.98E+06,80.752,82.488
3,7143.597,3.13E+06,79.24,80.982
1,7143.596,6.85E+06,80.253,82.733
2,7143.594,7.66E+06,76.259,78.486
3,7127.761,1.25E+06,30.243,36.486
4,7127.76,9.06E+05,35.754,38.481
2,7127.76,3.78E+05,30.508,34.726
1,7127.757,1.03E+06,32.002,37.475
1,7127.604,1.27E+07,84.005,86.972
4,7127.6,5.38E+06,84.009,85.976
3,7127.6,9.38E+06,82.492,84.728
2,7127.599,1.11E+07,79.758,82.234
2,7126.757,6.14E+04,34.001,35.488
1,6998.561,3.88E+05,84.745,86.228
3,6996.722,2.05E+05,30.997,34.484
4,6996.719,1.92E+05,34.743,36.739
1,6996.718,4.28E+05,31.744,35.988
4,6995.717,1.75E+05,35.498,37.231
4,6919.603,1.88E+05,34.245,36.229
4,6903.444,1.24E+06,82.244,83.738
3,6859.169,1.26E+05,33.493,35.735
4,6859.165,1.81E+05,37.505,39.226
2,6859.164,1.46E+05,33.491,36.228
1,6859.164,2.20E+05,35.751,37.988
1,6796.97,8.47E+05,84.005,85.729
1,6782.955,6.39E+05,83.753,85.482
3,6722.052,2.35E+04,28.994,31.487
4,6660.218,8.90E+05,41.494,43.226
3,6644.226,5.47E+05,39.241,40.981
4,6644.221,2.40E+06,41.259,43.477
4,6628.23,5.51E+06,41.494,43.731
3,6628.229,2.22E+06,39.006,41.236
2,6628.228,7.07E+05,37.74,39.98
1,6628.226,6.68E+05,39.745,41.723
4,6603.8,5.86E+05,31.01,34.983
4,6567.621,2.36E+06,88.243,89.736
2,6564.739,6.72E+05,53.741,55.738
2,6548.746,3.73E+05,55.992,57.483
4,6547.702,2.88E+05,51.749,53.222
3,6547.699,9.12E+05,49.001,51.24
2,6547.697,1.04E+06,47.757,49.737
1,6547.695,6.08E+05,49.504,51.725
4,6544.804,4.73E+06,42.002,44.74
3,6544.803,3.30E+06,40.005,42.476
1,6534.906,1.37E+04,29.504,30.978
3,6528.809,4.55E+06,38.751,46.221
1,6518.904,2.34E+04,30.241,31.983
2,6490.714,1.31E+06,81.497,83.231
3,6485.19,5.76E+05,56.742,58.48
2,6485.188,1.90E+06,54.752,56.728
1,6485.185,7.04E+05,57.505,58.975
3,6475.494,1.45E+06,57.5,59.481
1,6475.493,1.01E+06,57.756,59.479
2,6475.493,1.78E+06,55.506,57.483
2,6472.127,1.40E+06,46,47.988
3,6472.126,2.00E+06,47.249,49.49
1,6472.125,1.28E+06,47.746,49.973
3,6362.41,4.28E+05,52.992,54.489
2,6362.406,4.36E+05,51.254,52.731
3,6341.785,6.41E+04,32.993,34.484
4,6341.779,7.23E+05,34.503,36.976
4,6336.644,7.76E+05,41.494,43.226
3,6325.787,2.73E+06,32.753,37.236
4,6325.785,2.22E+06,34.245,37.739
2,6325.784,5.44E+05,33.246,36.727
1,6325.782,1.21E+06,34.007,38.974
3,6320.65,6.07E+05,39.241,41.236
4,6320.649,5.35E+06,41.259,43.731
3,6306.557,1.44E+06,46.006,48.235
4,6306.556,1.08E+06,48.491,50.734
2,6306.553,1.67E+06,44.757,46.973
1,6306.552,8.33E+05,46.756,48.985
4,6304.649,4.54E+06,39.754,46.228
2,6287.942,2.40E+05,36.249,38.489
3,6270.945,1.36E+06,32.993,38.731
2,6270.944,5.20E+04,35.508,37.223
4,6270.941,1.24E+06,36.759,41.476
3,6266.561,1.04E+06,82.757,84.229
4,6266.56,1.64E+06,84.259,85.976
3,6263.341,2.45E+05,51.008,52.487
2,6263.339,4.06E+05,49.252,50.982
1,6263.337,2.86E+05,51.493,52.973
3,6254.95,3.12E+06,35.26,40.726
4,6254.948,2.00E+06,39.246,43.731
2,6254.947,3.23E+05,35.508,38.233
4,6238.952,6.81E+05,42.254,44.233
2,6234.191,1.35E+06,40.509,42.238
2,6218.194,9.35E+05,42.258,43.731
2,6202.197,7.52E+05,46,47.484
3,6104.447,2.13E+06,94.749,96.228
4,6104.445,5.00E+06,95.753,97.724
4,6030.208,2.48E+05,37.759,39.991
4,6014.215,1.88E+05,37.992,39.734
3,6009.528,5.02E+05,32.753,35.735
4,6009.524,6.70E+05,36.759,38.737
1,6009.524,7.89E+05,34.749,37.731
2,5889.017,7.46E+05,45.495,47.232
1,5889.015,3.45E+05,47.493,48.985
3,5889.014,6.52E+05,46.493,48.235
3,5879.429,1.15E+05,35.756,37.236
4,5878.416,7.68E+05,38.5,40.479
3,5862.424,5.80E+06,35.756,39.221
1,5862.423,6.08E+05,37,39.725
4,5862.423,1.10E+07,36.504,43.477
2,5862.421,2.89E+05,36.008,37.977
2,5846.43,1.07E+06,39.003,40.975
4,5846.428,1.25E+07,36.249,44.485
1,5846.425,6.67E+05,40.492,42.732
3,5846.424,6.46E+06,34.245,41.971
3,5841.43,1.38E+06,54.741,56.725
4,5841.424,1.06E+06,57.507,59.235
2,5841.423,1.47E+06,53.004,55.235
1,5841.423,8.86E+05,55.503,57.485
4,5787.429,1.73E+06,84.009,85.477
2,5690.911,1.61E+05,40.995,42.49
4,5654.264,1.34E+06,36.993,38.972
3,5638.269,1.06E+06,34.743,37.236
4,5638.266,1.19E+07,35.498,41.982
4,5622.273,1.19E+07,34.743,42.739
4,5574.272,2.58E+05,35.242,36.976
4,5513.079,1.84E+06,57.995,59.988
4,5497.08,1.35E+07,57.995,60.478
3,5497.078,3.39E+06,55.502,57.731
2,5491.227,7.94E+05,48.496,50.73
2,5469.964,2.43E+06,55.255,57.483
1,5469.963,7.18E+05,58.007,59.73
2,5453.966,1.64E+06,59.242,61.227
3,5450.013,1.63E+06,82.492,84.48
1,5450.012,3.46E+06,84.256,88.975
4,5450.011,2.52E+06,84.504,87.729
1,5434.015,7.91E+06,84.005,91.98
3,5434.015,5.91E+06,85.741,88.978
4,5434.014,5.08E+06,87.257,90.235
3,5418.02,3.26E+06,86.241,88.475
1,5418.018,9.01E+06,88.254,91.98
2,5418.017,4.62E+06,83.246,85.724
2,5411.58,1.02E+06,46,47.736
4,5392.99,5.63E+06,91.507,93.738
2,5392.988,1.76E+07,87.501,90.227
3,5392.988,4.63E+06,89.999,92.233
1,5376.995,2.84E+06,110.743,112.492
4,5376.992,2.02E+07,92.505,99.474
1,5376.99,1.72E+07,96.247,101.226
2,5376.989,3.54E+07,89,96.236
1,5361.003,4.18E+06,113.742,115.487
3,5360.995,2.82E+07,98.993,101.73
4,5360.994,1.86E+07,100.508,103.24
2,5360.994,2.79E+07,97.006,100.229
1,5328.99,3.92E+05,87.243,88.975
1,5321.922,1.40E+05,195.999,198.234
2,5321.92,3.41E+05,195.753,198.72
3,5305.976,1.71E+06,82.258,83.979
4,5305.972,6.60E+06,83.758,85.976
4,5272.927,2.99E+06,57.005,59.235
1,5251.827,2.51E+06,82.753,84.973
4,5248.055,1.36E+06,55.995,57.975
2,5248.054,6.28E+05,51.508,53.47
3,5248.054,1.57E+06,53.751,55.985
1,5248.054,2.15E+05,53.749,55.485
2,5107.785,2.70E+05,44.992,46.487
3,5100.756,1.14E+06,54.258,56.237
4,5100.754,3.27E+06,56.754,59.235
2,5100.752,3.87E+05,52.75,54.225
4,5052.942,3.63E+05,57.743,59.235
3,5039.677,1.27E+06,75.007,76.473
2,5039.674,1.27E+06,72.255,73.74
1,5039.674,8.09E+05,77.749,79.483
2,4968.635,2.04E+07,69.506,72.235
1,4968.634,1.23E+07,74.495,77.488
3,4968.631,1.68E+07,72.008,74.73
4,4968.631,9.37E+06,73.992,76.485
4,4850.573,1.62E+06,54.502,56.231
3,4850.57,8.08E+05,52.507,53.985
3,4835.562,8.96E+05,55.754,57.228
3,4834.575,5.79E+06,52.507,54.975
1,4831.709,2.04E+06,66.24,68.235
3,4831.708,6.89E+06,66.75,68.722
4,4831.707,1.25E+07,68.251,70.471
3,4818.579,2.81E+06,56.509,58.48
4,4818.578,3.15E+06,58.497,60.478
3,4799.7,6.09E+04,34.505,36.229
4,4799.699,1.32E+05,37.505,39.226
1,4786.585,3.17E+06,83.002,84.973
1,4773.677,1.68E+05,60.509,61.981
4,4773.675,1.10E+06,62.254,64.229
3,4773.674,6.88E+05,60.743,62.485
1,4770.588,6.07E+06,85.997,88.479
2,4770.578,3.60E+06,82.5,83.973
3,4744.487,7.40E+05,60.743,62.485
4,4744.48,2.42E+06,63.242,65.476
4,4719.64,4.98E+05,46.497,47.988
2,4719.639,5.71E+05,42.741,44.485
3,4719.639,8.20E+05,43.752,45.735
1,4719.637,2.36E+05,44.753,46.232
4,4687.651,1.99E+06,73.992,75.728
4,4682.566,1.39E+05,39.754,41.476
1,4680.552,2.69E+06,83.249,85.233
3,4627.623,4.39E+05,52.252,53.985
2,4627.622,5.19E+05,50.245,51.974
1,4627.62,3.61E+05,52.505,54.238
2,4613.679,1.60E+05,49.504,50.982
2,4597.68,3.70E+05,51.002,52.731
1,4597.661,1.69E+06,62.503,64.477
3,4597.658,2.56E+06,62.254,64.237
2,4597.655,2.58E+06,59.749,61.729
4,4597.654,1.97E+06,64.5,66.476
3,4552.579,4.77E+06,80.507,84.48
4,4535.52,6.75E+05,43.75,45.724
2,4519.522,2.43E+06,39.999,42.49
3,4519.518,6.90E+06,41,43.984
1,4519.518,6.81E+06,41.506,44.735
4,4519.517,6.64E+06,43.499,45.974
1,4510.626,2.92E+06,62.252,64.728
3,4510.624,3.70E+06,62.254,64.237
2,4510.623,3.70E+06,59.749,61.977
4,4510.621,4.37E+06,64.5,66.476
2,4480.509,1.82E+06,118.75,120.974
3,4479.506,1.14E+06,122.246,123.734
4,4465.544,9.32E+05,83.504,84.974
3,4439.589,2.32E+06,62.505,64.738
1,4439.589,2.22E+06,62.754,64.983
2,4439.588,3.10E+06,60.001,62.228
4,4439.586,8.31E+05,64.999,66.476
4,4373.506,5.18E+05,62.991,64.48
1,4367.428,2.85E+06,122.494,124.232
2,4367.426,3.80E+06,119.006,120.974
3,4367.425,3.00E+06,122.003,123.985
4,4342.537,6.05E+05,62.991,64.48
1,4342.535,5.72E+05,60.509,62.232
2,4342.535,5.96E+05,58.26,59.73
3,4342.534,9.05E+05,60.492,62.485
2,4336.539,1.56E+06,45.495,47.988
3,4336.539,8.74E+05,46.997,48.983
1,4336.536,1.18E+06,47.746,50.225
3,4328.282,1.67E+05,38.495,39.986
2,4328.279,3.22E+05,36.249,38.727
1,4328.278,1.82E+05,39.251,40.726
2,4321.271,8.02E+04,36.509,37.977
4,4321.268,1.15E+06,39.246,41.982
3,4321.267,1.19E+06,36.999,39.476
1,4321.265,1.24E+06,37.257,40.237
1,4305.272,7.35E+05,40.746,42.986
4,4305.271,1.01E+06,42.759,44.74
2,4305.271,9.18E+05,38.747,40.975
3,4305.27,1.11E+06,40.005,42.224
3,4215.435,1.47E+06,58.747,60.723
4,4215.433,5.10E+06,60.499,62.971
1,4208.406,4.36E+05,96.497,97.988
1,4191.432,1.33E+06,135.992,137.475
2,4191.43,7.04E+06,132.758,137.239
1,4181.238,2.10E+06,83.753,85.729
2,4181.235,1.52E+06,79.758,81.235
4,4167.174,1.31E+06,51.498,53.222
1,4165.241,6.70E+05,104.242,105.981
4,4151.179,8.31E+05,51.498,52.99
3,4151.176,4.15E+05,49.51,50.988
2,4104.31,9.12E+05,54.498,56.476
3,4075.536,4.98E+05,40.494,42.476
4,4075.531,1.12E+06,43.245,45.222
2,4074.244,5.38E+05,48.496,49.973
2,4072.16,2.10E+05,37.005,38.727
1,4039.195,4.37E+05,54.003,55.989
2,4039.194,3.01E+05,51.742,53.47
3,4036.159,2.33E+05,49.994,51.472
2,4036.158,4.96E+05,48.242,49.973
1,4026.291,6.78E+05,43.493,45.471
3,4026.29,7.96E+05,42.748,44.725
4,4026.29,4.45E+05,45.242,46.728
3,4020.167,4.59E+05,54.005,55.482
2,4002.238,1.12E+06,54.752,56.728
1,4002.237,7.48E+05,57.253,59.227
3,3999.165,3.03E+05,174.759,178.98
3,3997.116,2.80E+05,34.743,36.724
4,3977.934,2.92E+06,47.753,50.236
3,3977.931,1.24E+06,45.5,47.485
4,3971.43,9.29E+05,49.245,51.478
3,3966.232,1.86E+05,42.748,44.238
4,3961.939,8.39E+06,48.006,50.236
2,3961.938,1.38E+07,43.751,46.232
3,3961.937,1.26E+07,45.5,47.99
1,3961.936,9.52E+06,45.996,48.486
4,3959.21,4.78E+06,68.745,70.471
3,3959.209,6.53E+06,66.75,68.722
1,3959.205,7.47E+06,66.746,68.979
2,3959.204,9.80E+06,63.752,65.735
2,3939.231,8.14E+05,53.993,55.738
1,3928.31,1.86E+06,60.74,62.734
3,3928.308,1.49E+06,61.244,62.986
4,3928.306,6.84E+06,63.242,65.476
2,3900.072,1.42E+05,36.509,37.977
4,3864.849,7.97E+05,42.002,43.477
2,3857.033,7.36E+05,48.749,50.225
4,3851.383,5.41E+05,42.254,44.233
4,3848.856,4.24E+06,41.749,44.233
3,3848.854,5.03E+06,39.494,41.74
2,3848.854,5.12E+06,37.503,40.236
1,3848.852,4.82E+06,39.745,42.229
2,3841.038,1.95E+06,53.258,54.984
1,3825.999,5.76E+05,54.003,55.737
3,3825.997,1.12E+06,54.005,55.985
2,3825.994,8.14E+05,51.742,53.47
3,3801.907,1.63E+06,48.255,50.226
4,3801.906,9.80E+05,50.755,52.482
2,3801.904,1.54E+06,46.504,48.477
1,3801.904,1.21E+06,48.506,50.225
3,3790.186,1.08E+06,122.246,123.734
2,3790.184,2.18E+06,118.75,120.737
3,3775.089,6.45E+06,56.997,59.23
2,3775.087,9.75E+06,55.004,57.23
4,3775.087,3.55E+06,59.757,61.732
1,3775.086,8.82E+06,57.253,59.73
3,3770.191,6.27E+06,82.492,84.48
4,3769.005,2.88E+06,60.499,62.74
2,3769.005,4.77E+06,55.506,57.737
3,3769.005,3.83E+06,58.002,60.24
1,3769.004,3.31E+06,58.007,59.983
1,3768.123,1.89E+06,86.743,88.479
2,3768.071,2.09E+06,51.994,53.721
4,3755.093,2.90E+06,99.997,101.738
1,3755.092,3.09E+06,115.502,117.483
4,3752.129,1.13E+06,97.003,98.476
1,3752.127,3.58E+06,96.99,98.734
1,3745.077,2.91E+06,61.745,63.724
3,3745.076,3.03E+06,61.749,63.738
2,3745.075,3.73E+06,59.242,60.977
4,3745.071,2.13E+06,64.246,65.978
4,3742.172,3.61E+05,58.497,60.239
3,3735.146,2.68E+06,62.254,64.487
4,3735.127,9.73E+06,61.248,67.231
2,3728.087,3.96E+06,107.991,109.479
2,3723.178,3.08E+05,39.999,41.986
3,3723.178,7.07E+05,41.508,43.984
4,3723.177,1.02E+06,44.003,46.228
1,3723.176,1.56E+05,42.752,44.228
4,3708.202,8.16E+05,135.746,137.484
3,3708.199,2.92E+06,136.991,139.227
2,3708.198,1.20E+07,132.003,137.239
1,3708.195,4.11E+06,135.256,137.475
3,3708.168,2.15E+06,43.254,45.735
2,3708.168,1.22E+06,42.258,43.983
4,3708.166,1.59E+06,45.992,48.24
1,3708.166,1.13E+06,44.499,46.484
3,3707.177,8.62E+06,41.253,43.984
4,3707.177,4.87E+06,44.003,46.728
2,3707.177,1.20E+07,39.999,42.974
1,3707.175,1.11E+07,41.996,45.239
1,3706.844,1.71E+06,43.745,46.232
2,3706.843,4.85E+06,41.499,43.983
4,3687.96,8.69E+05,54.248,55.978
3,3687.958,1.76E+06,51.008,53.478
2,3687.956,1.78E+06,49.252,51.722
1,3687.956,1.47E+06,51.998,54.238
2,3672.861,1.08E+06,47.252,49.737
1,3672.861,8.81E+05,49.504,51.978
4,3668.157,6.51E+05,57.005,58.728
3,3661.043,3.44E+06,56.997,58.727
2,3661.043,3.31E+06,54.752,56.476
4,3661.042,2.85E+06,59.506,60.977
3,3621.102,2.86E+06,63.251,65.238
4,3621.097,7.44E+06,65.496,67.741
3,3620.109,1.23E+07,54.005,56.725
4,3620.109,1.20E+07,56.501,59.235
1,3620.107,9.75E+06,54.003,56.727
2,3620.107,1.37E+07,51.508,54.48
4,3594.919,7.46E+06,49.753,52.482
4,3578.927,3.47E+07,50.005,52.736
3,3578.925,6.19E+06,47.757,49.974
1,3578.919,6.75E+05,48.754,50.225
1,3565.067,1.04E+06,65.746,67.475
2,3565.065,1.53E+06,62.752,64.484
2,3560.952,8.81E+05,49.252,50.73
3,3550.934,2.44E+06,54.258,55.985
4,3550.933,5.82E+06,56.501,58.728
4,3549.074,8.80E+05,57.005,58.728
3,3549.074,1.80E+06,54.005,56.489
1,3549.071,1.84E+06,54.003,56.473
2,3549.069,2.37E+06,51.742,54.225
2,3524.073,8.79E+05,133.993,135.731
2,3521.824,9.51E+05,41.752,43.731
1,3521.822,8.35E+05,43.997,45.977
1,3515.02,9.13E+04,36.248,37.731
4,3510.991,4.64E+06,63.743,65.725
1,3504.985,2.10E+06,44.499,47.982
2,3504.985,3.16E+06,41.752,43.983
4,3504.984,1.80E+06,45.493,47.482
3,3504.983,2.65E+06,43.003,45.229
4,3503.905,6.60E+05,59.252,60.731
2,3502.982,6.33E+06,109.497,111.489
4,3497.089,9.18E+05,63.743,65.228
3,3494.856,2.50E+05,36.999,39.221
3,3478.859,1.75E+05,37.747,39.476
1,3478.859,4.08E+05,37.751,40.237
3,3468.963,7.89E+05,57.5,59.481
4,3468.96,1.95E+06,59.506,61.48
4,3466.003,6.95E+05,48.742,50.487
4,3458.931,3.40E+05,52.251,53.726
3,3458.93,4.98E+05,49.255,50.988
2,3458.928,4.81E+05,47.757,49.484
1,3458.928,4.12E+05,50.497,52.232
3,3446.912,1.70E+06,50.499,52.233
4,3437.83,2.84E+06,49.499,51.236
2,3437.829,2.95E+06,45.244,46.973
1,3437.828,1.82E+06,47.493,49.235
3,3437.828,1.91E+06,46.997,48.475
4,3429.82,3.33E+05,50.507,51.98
2,3421.836,3.51E+06,54.498,56.225
3,3421.836,5.44E+06,56.509,58.727
1,3421.835,3.70E+06,57.253,58.975
4,3421.834,5.63E+06,59.252,60.977
1,3408.739,1.25E+05,38.994,40.472
4,3396.946,4.01E+06,64.5,66.226
3,3395.957,5.98E+05,53.496,55.482
4,3395.955,1.63E+06,55.742,57.975
2,3356.819,7.35E+06,39.257,41.48
3,3356.818,5.17E+06,41,42.731
1,3356.818,5.82E+06,41.506,43.725
4,3336.83,3.24E+05,55.491,56.985
3,3324.921,3.77E+05,53.496,55.23
4,3324.92,1.09E+06,55.995,57.975
2,3321.785,6.09E+05,45.244,46.735
3,3321.784,8.79E+05,46.997,48.983
3,3313.837,1.17E+05,37.256,38.986
1,3313.835,1.91E+05,38.008,39.725
1,3302.688,1.75E+06,82.753,85.233
2,3286.799,5.02E+05,43.499,45.224
1,3286.798,2.06E+05,45.259,46.736
3,3286.796,5.57E+05,44.745,46.725
2,3282.846,1.39E+05,38.509,40.236
1,3280.831,8.88E+05,37.495,40.726
2,3256.652,7.55E+05,53.004,54.48
4,3234.765,4.48E+06,42.506,44.74
1,3231.982,1.05E+06,47.26,49.235
2,3231.981,3.24E+06,44.992,47.484
2,3217.991,3.45E+05,50.245,51.722
4,3217.856,4.40E+06,58.748,60.478
4,3201.863,9.71E+07,58.999,61.732
3,3201.863,3.53E+07,56.997,59.733
1,3201.86,1.03E+07,56.999,59.227
2,3201.86,8.49E+06,54.752,56.979
3,3199.795,1.30E+05,37.256,38.731
1,3199.791,1.16E+05,37.751,39.488
1,3194.926,8.94E+05,60.001,61.475
2,3194.923,5.69E+06,56.748,59.478
1,3181.646,1.56E+06,100.254,101.979
2,3164.783,1.85E+06,44.757,46.487
3,3158.683,7.16E+06,35.993,38.731
4,3158.682,2.24E+06,38.755,40.732
1,3158.681,1.62E+06,36.505,38.738
3,3143.598,4.64E+06,44.745,47.231
4,3143.597,2.73E+06,47,49.227
2,3143.597,5.11E+06,43.244,45.475
1,3143.596,3.99E+06,45.007,47.474
4,3142.704,1.92E+06,128.758,130.723
2,3142.702,3.42E+06,128.256,129.728
1,3126.829,5.06E+06,63.257,65.483
2,3126.827,1.45E+07,60.501,62.979
3,3108.911,5.23E+04,35.497,36.98
4,3108.911,1.31E+05,37.759,39.226
4,3103.554,1.49E+06,51.999,53.977
3,3103.554,2.00E+06,49.742,51.978
2,3103.553,2.12E+06,47.252,49.484
1,3103.552,1.51E+06,49.504,51.473
4,3098.827,3.51E+05,57.256,58.728
3,3089.679,7.00E+04,35.756,37.236
4,3089.678,1.09E+05,38.246,39.734
2,3073.681,2.72E+06,58.26,60.231
1,3065.881,8.00E+05,59.75,61.475
